@runq_delay_us: 
[1]                   57 |@@@                                                 |
[16, 32)            2426 |@@@@@@@@@@@@@@@                                     |
[32, 64)             885 |@@@@@                                               |
[64, 128)            499 |@@@                                                 |
[128, 256)           543 |@@@                                                 |
[256, 512)           506 |@@@                                                 |
[512, 1K)           1300 |@@@@@@@@                                            |
[1K, 2K)            1093 |@@@@@@@                                             |
[2K, 4K)             804 |@@@@@                                               |
[4K, 8K)             159 |@                                                   |
[8K, 16K)             29 |                                                    |
[16K, 32K)            48 |                                                    |
[32K, 64K)            17 |                                                    |

@ctx_switches: 51614
@runq_delay_us: 
[1]                  489 |@@                                                  |
[2, 4)              8267 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@   |
[4, 8)              8662 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)             4031 |@@@@@@@@@@@@@@@@@@@@@@@@                            |
[16, 32)            2599 |@@@@@@@@@@@@@@@                                     |
[32, 64)             948 |@@@@@                                               |
[64, 128)            546 |@@@                                                 |
[128, 256)           602 |@@@                                                 |
[256, 512)           553 |@@@                                                 |
[512, 1K)           1433 |@@@@@@@@                                            |
[1K, 2K)            1197 |@@@@@@@                                             |
[2K, 4K)             884 |@@@@@                                               |
[4K, 8K)             161 |                                                    |
[8K, 16K)             29 |                                                    |
[16K, 32K)            48 |                                                    |
[32K, 64K)            17 |                                                    |

@ctx_switches: 56894
@runq_delay_us: 
[1]                  566 |@@@                                                 |
[2, 4)              9723 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[4, 8)              9313 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@   |
[8, 16)             4237 |@@@@@@@@@@@@@@@@@@@@@@                              |
[16, 32)            2716 |@@@@@@@@@@@@@@                                      |
[32, 64)             992 |@@@@@                                               |
[64, 128)            573 |@@@                                                 |
[128, 256)           650 |@@@                                                 |
[256, 512)           592 |@@@                                                 |
[512, 1K)           1582 |@@@@@@@@                                            |
[1K, 2K)            1242 |@@@@@@                                              |
[2K, 4K)             973 |@@@@@                                               |
[4K, 8K)             162 |                                                    |
[8K, 16K)             29 |                                                    |
[16K, 32K)            49 |                                                    |
[32K, 64K)            17 |                                                    |

@ctx_switches: 62724
@runq_delay_us: 
[1]                  669 |@@@                                                 |
[2, 4)             10480 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[4, 8)              9945 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@   |
[8, 16)             4520 |@@@@@@@@@@@@@@@@@@@@@@                              |
[16, 32)            2927 |@@@@@@@@@@@@@@                                      |
[32, 64)            1041 |@@@@@                                               |
[64, 128)            613 |@@@                                                 |
[128, 256)           704 |@@@                                                 |
[256, 512)           643 |@@@                                                 |
[512, 1K)           1727 |@@@@@@@@                                            |
[1K, 2K)            1320 |@@@@@@                                              |
[2K, 4K)            1041 |@@@@@                                               |
[4K, 8K)             167 |                                                    |
[8K, 16K)             29 |                                                    |
[16K, 32K)            49 |                                                    |
[32K, 64K)            17 |                                                    |

@ctx_switches: 67454
@runq_delay_us: 
[1]                  710 |@@@                                                 |
[2, 4)             10807 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@ |
[4, 8)             10874 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)             4983 |@@@@@@@@@@@@@@@@@@@@@@@                             |
[16, 32)            3311 |@@@@@@@@@@@@@@@                                     |
[32, 64)            1095 |@@@@@                                               |
[64, 128)            643 |@@@                                                 |
[128, 256)           746 |@@@                                                 |
[256, 512)           681 |@@@                                                 |
[512, 1K)           1861 |@@@@@@@@                                            |
[1K, 2K)            1386 |@@@@@@                                              |
[2K, 4K)            1080 |@@@@@                                               |
[4K, 8K)             170 |                                                    |
[8K, 16K)             29 |                                                    |
[16K, 32K)            49 |                                                    |
[32K, 64K)            17 |                                                    |

@ctx_switches: 72380
@runq_delay_us: 
[1]                  778 |@@@                                                 |
[2, 4)             11397 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@ |
[4, 8)             11481 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)             5391 |@@@@@@@@@@@@@@@@@@@@@@@@                            |
[16, 32)            3684 |@@@@@@@@@@@@@@@@                                    |
[32, 64)            1135 |@@@@@                                               |
[64, 128)            678 |@@@                                                 |
[128, 256)           772 |@@@                                                 |
[256, 512)           705 |@@@                                                 |
[512, 1K)           1993 |@@@@@@@@@                                           |
[1K, 2K)            1449 |@@@@@@                                              |
[2K, 4K)            1118 |@@@@@                                               |
[4K, 8K)             180 |                                                    |
[8K, 16K)             29 |                                                    |
[16K, 32K)            49 |                                                    |
[32K, 64K)            17 |                                                    |

@ctx_switches: 77050
@runq_delay_us: 
[1]                  856 |@@@                                                 |
[2, 4)             11794 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@   |
[4, 8)             12468 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)             5957 |@@@@@@@@@@@@@@@@@@@@@@@@                            |
[16, 32)            4008 |@@@@@@@@@@@@@@@@                                    |
[32, 64)            1230 |@@@@@                                               |
[64, 128)            740 |@@@                                                 |
[128, 256)           847 |@@@                                                 |
[256, 512)           751 |@@@                                                 |
[512, 1K)           2080 |@@@@@@@@                                            |
[1K, 2K)            1548 |@@@@@@                                              |
[2K, 4K)            1156 |@@@@                                                |
[4K, 8K)             188 |                                                    |
[8K, 16K)             30 |                                                    |
[16K, 32K)            49 |                                                    |
[32K, 64K)            17 |                                                    |

@ctx_switches: 82487
@runq_delay_us: 
[1]                  976 |@@@                                                 |
[2, 4)             13318 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[4, 8)             13051 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@  |
[8, 16)             6226 |@@@@@@@@@@@@@@@@@@@@@@@@                            |
[16, 32)            4192 |@@@@@@@@@@@@@@@@                                    |
[32, 64)            1291 |@@@@@                                               |
[64, 128)            769 |@@@                                                 |
[128, 256)           888 |@@@                                                 |
[256, 512)           800 |@@@                                                 |
[512, 1K)           2209 |@@@@@@@@                                            |
[1K, 2K)            1620 |@@@@@@                                              |
[2K, 4K)            1283 |@@@@@                                               |
[4K, 8K)             189 |                                                    |
[8K, 16K)             30 |                                                    |
[16K, 32K)            49 |                                                    |
[32K, 64K)            17 |                                                    |

@ctx_switches: 88732
@runq_delay_us: 
[1]                 1018 |@@@                                                 |
[2, 4)             14345 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[4, 8)             13772 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@   |
[8, 16)             6596 |@@@@@@@@@@@@@@@@@@@@@@@                             |
[16, 32)            4402 |@@@@@@@@@@@@@@@                                     |
[32, 64)            1371 |@@@@                                                |
[64, 128)            810 |@@                                                  |
[128, 256)           943 |@@@                                                 |
[256, 512)           855 |@@@                                                 |
[512, 1K)           2392 |@@@@@@@@                                            |
[1K, 2K)            1739 |@@@@@@                                              |
[2K, 4K)            1404 |@@@@@                                               |
[4K, 8K)             225 |                                                    |
[8K, 16K)             34 |                                                    |
[16K, 32K)            50 |                                                    |
[32K, 64K)            17 |                                                    |

@ctx_switches: 94788
@runq_delay_us: 
[1]                 1050 |@@@                                                 |
[2, 4)             14826 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@      |
[4, 8)             16542 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)             8212 |@@@@@@@@@@@@@@@@@@@@@@@@@                           |
[16, 32)            4616 |@@@@@@@@@@@@@@                                      |
[32, 64)            1435 |@@@@                                                |
[64, 128)            864 |@@                                                  |
[128, 256)          1015 |@@@                                                 |
[256, 512)           917 |@@                                                  |
[512, 1K)           2842 |@@@@@@@@                                            |
[1K, 2K)            2146 |@@@@@@                                              |
[2K, 4K)            1433 |@@@@                                                |
[4K, 8K)             228 |                                                    |
[8K, 16K)             34 |                                                    |
[16K, 32K)            50 |                                                    |
[32K, 64K)            17 |                                                    |

@ctx_switches: 106390
@runq_delay_us: 
[1]                 1088 |@@                                                  |
[2, 4)             15294 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@            |
[4, 8)             19831 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)            10051 |@@@@@@@@@@@@@@@@@@@@@@@@@@                          |
[16, 32)            4820 |@@@@@@@@@@@@                                        |
[32, 64)            1481 |@@@                                                 |
[64, 128)            913 |@@                                                  |
[128, 256)          1081 |@@                                                  |
[256, 512)           962 |@@                                                  |
[512, 1K)           3240 |@@@@@@@@                                            |
[1K, 2K)            2537 |@@@@@@                                              |
[2K, 4K)            1459 |@@@                                                 |
[4K, 8K)             230 |                                                    |
[8K, 16K)             34 |                                                    |
[16K, 32K)            50 |                                                    |
[32K, 64K)            17 |                                                    |

@ctx_switches: 119369
@runq_delay_us: 
[1]                 1151 |@@                                                  |
[2, 4)             15832 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@                 |
[4, 8)             22996 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)            11763 |@@@@@@@@@@@@@@@@@@@@@@@@@@                          |
[16, 32)            5031 |@@@@@@@@@@@                                         |
[32, 64)            1552 |@@@                                                 |
[64, 128)            979 |@@                                                  |
[128, 256)          1143 |@@                                                  |
[256, 512)          1017 |@@                                                  |
[512, 1K)           3576 |@@@@@@@@                                            |
[1K, 2K)            2839 |@@@@@@                                              |
[2K, 4K)            1501 |@@@                                                 |
[4K, 8K)             236 |                                                    |
[8K, 16K)             37 |                                                    |
[16K, 32K)            50 |                                                    |
[32K, 64K)            17 |                                                    |

@ctx_switches: 131905
@runq_delay_us: 
[1]                 1212 |@@                                                  |
[2, 4)             16631 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@                   |
[4, 8)             25571 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)            13138 |@@@@@@@@@@@@@@@@@@@@@@@@@@                          |
[16, 32)            5204 |@@@@@@@@@@                                          |
[32, 64)            1585 |@@@                                                 |
[64, 128)           1023 |@@                                                  |
[128, 256)          1182 |@@                                                  |
[256, 512)          1055 |@@                                                  |
[512, 1K)           3830 |@@@@@@@                                             |
[1K, 2K)            3070 |@@@@@@                                              |
[2K, 4K)            1545 |@@@                                                 |
[4K, 8K)             238 |                                                    |
[8K, 16K)             37 |                                                    |
[16K, 32K)            50 |                                                    |
[32K, 64K)            17 |                                                    |

@ctx_switches: 142830
@runq_delay_us: 
[1]                 1271 |@@                                                  |
[2, 4)             17142 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@                     |
[4, 8)             27987 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)            14416 |@@@@@@@@@@@@@@@@@@@@@@@@@@                          |
[16, 32)            5396 |@@@@@@@@@@                                          |
[32, 64)            1651 |@@@                                                 |
[64, 128)           1075 |@                                                   |
[128, 256)          1221 |@@                                                  |
[256, 512)          1091 |@@                                                  |
[512, 1K)           4094 |@@@@@@@                                             |
[1K, 2K)            3323 |@@@@@@                                              |
[2K, 4K)            1599 |@@                                                  |
[4K, 8K)             250 |                                                    |
[8K, 16K)             37 |                                                    |
[16K, 32K)            50 |                                                    |
[32K, 64K)            17 |                                                    |

@ctx_switches: 152797
@runq_delay_us: 
[1]                 1327 |@@                                                  |
[2, 4)             19025 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@                  |
[4, 8)             28638 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)            14707 |@@@@@@@@@@@@@@@@@@@@@@@@@@                          |
[16, 32)            5577 |@@@@@@@@@@                                          |
[32, 64)            1707 |@@@                                                 |
[64, 128)           1116 |@@                                                  |
[128, 256)          1273 |@@                                                  |
[256, 512)          1138 |@@                                                  |
[512, 1K)           4207 |@@@@@@@                                             |
[1K, 2K)            3394 |@@@@@@                                              |
[2K, 4K)            1722 |@@@                                                 |
[4K, 8K)             250 |                                                    |
[8K, 16K)             37 |                                                    |
[16K, 32K)            50 |                                                    |
[32K, 64K)            17 |                                                    |

@ctx_switches: 159715
@runq_delay_us: 
[1]                 1444 |@@                                                  |
[2, 4)             20421 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@                |
[4, 8)             29338 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)            14982 |@@@@@@@@@@@@@@@@@@@@@@@@@@                          |
[16, 32)            5742 |@@@@@@@@@@                                          |
[32, 64)            1758 |@@@                                                 |
[64, 128)           1157 |@@                                                  |
[128, 256)          1326 |@@                                                  |
[256, 512)          1190 |@@                                                  |
[512, 1K)           4353 |@@@@@@@                                             |
[1K, 2K)            3477 |@@@@@@                                              |
[2K, 4K)            1822 |@@@                                                 |
[4K, 8K)             257 |                                                    |
[8K, 16K)             37 |                                                    |
[16K, 32K)            50 |                                                    |
[32K, 64K)            17 |                                                    |

@ctx_switches: 165827
@runq_delay_us: 
[1]                 1524 |@@                                                  |
[2, 4)             22357 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@              |
[4, 8)             30029 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)            15257 |@@@@@@@@@@@@@@@@@@@@@@@@@@                          |
[16, 32)            5904 |@@@@@@@@@@                                          |
[32, 64)            1839 |@@@                                                 |
[64, 128)           1212 |@@                                                  |
[128, 256)          1386 |@@                                                  |
[256, 512)          1257 |@@                                                  |
[512, 1K)           4448 |@@@@@@@                                             |
[1K, 2K)            3568 |@@@@@@                                              |
[2K, 4K)            1945 |@@@                                                 |
[4K, 8K)             265 |                                                    |
[8K, 16K)             40 |                                                    |
[16K, 32K)            50 |                                                    |
[32K, 64K)            17 |                                                    |

@ctx_switches: 173035
@runq_delay_us: 
[1]                 1560 |@@                                                  |
[2, 4)             23137 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@             |
[4, 8)             30678 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)            15546 |@@@@@@@@@@@@@@@@@@@@@@@@@@                          |
[16, 32)            6089 |@@@@@@@@@@                                          |
[32, 64)            1933 |@@@                                                 |
[64, 128)           1247 |@@                                                  |
[128, 256)          1424 |@@                                                  |
[256, 512)          1283 |@@                                                  |
[512, 1K)           4560 |@@@@@@@                                             |
[1K, 2K)            3643 |@@@@@@                                              |
[2K, 4K)            2040 |@@@                                                 |
[4K, 8K)             271 |                                                    |
[8K, 16K)             40 |                                                    |
[16K, 32K)            50 |                                                    |
[32K, 64K)            17 |                                                    |

@ctx_switches: 177790
@runq_delay_us: 
[1]                 1581 |@@                                                  |
[2, 4)             24383 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@             |
[4, 8)             32024 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)            16186 |@@@@@@@@@@@@@@@@@@@@@@@@@@                          |
[16, 32)            6250 |@@@@@@@@@@                                          |
[32, 64)            2001 |@@@                                                 |
[64, 128)           1282 |@@                                                  |
[128, 256)          1462 |@@                                                  |
[256, 512)          1313 |@@                                                  |
[512, 1K)           4722 |@@@@@@@                                             |
[1K, 2K)            3771 |@@@@@@                                              |
[2K, 4K)            2109 |@@@                                                 |
[4K, 8K)             283 |                                                    |
[8K, 16K)             40 |                                                    |
[16K, 32K)            50 |                                                    |
[32K, 64K)            17 |                                                    |

@ctx_switches: 185441
@runq_delay_us: 
[1]                 1633 |@@                                                  |
[2, 4)             25974 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@           |
[4, 8)             32637 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)            16426 |@@@@@@@@@@@@@@@@@@@@@@@@@@                          |
[16, 32)            6405 |@@@@@@@@@@                                          |
[32, 64)            2041 |@@@                                                 |
[64, 128)           1316 |@@                                                  |
[128, 256)          1510 |@@                                                  |
[256, 512)          1372 |@@                                                  |
[512, 1K)           4829 |@@@@@@@                                             |
[1K, 2K)            3842 |@@@@@@                                              |
[2K, 4K)            2206 |@@@                                                 |
[4K, 8K)             283 |                                                    |
[8K, 16K)             40 |                                                    |
[16K, 32K)            50 |                                                    |
[32K, 64K)            17 |                                                    |
[64K, 128K)            0 |                                                    |
[128K, 256K)           1 |                                                    |

@ctx_switches: 191566
@runq_delay_us: 
[1]                 1745 |@@                                                  |
[2, 4)             27859 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@         |
[4, 8)             33640 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)            16859 |@@@@@@@@@@@@@@@@@@@@@@@@@@                          |
[16, 32)            6563 |@@@@@@@@@@                                          |
[32, 64)            2094 |@@@                                                 |
[64, 128)           1356 |@@                                                  |
[128, 256)          1557 |@@                                                  |
[256, 512)          1412 |@@                                                  |
[512, 1K)           4963 |@@@@@@@                                             |
[1K, 2K)            3909 |@@@@@@                                              |
[2K, 4K)            2308 |@@@                                                 |
[4K, 8K)             284 |                                                    |
[8K, 16K)             40 |                                                    |
[16K, 32K)            50 |                                                    |
[32K, 64K)            17 |                                                    |
[64K, 128K)            0 |                                                    |
[128K, 256K)           1 |                                                    |

@ctx_switches: 199577
@runq_delay_us: 
[1]                 1847 |@@                                                  |
[2, 4)             28346 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@              |
[4, 8)             38587 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)            19334 |@@@@@@@@@@@@@@@@@@@@@@@@@@                          |
[16, 32)            6855 |@@@@@@@@@                                           |
[32, 64)            2173 |@@                                                  |
[64, 128)           1471 |@                                                   |
[128, 256)          1642 |@@                                                  |
[256, 512)          1481 |@                                                   |
[512, 1K)           5313 |@@@@@@@                                             |
[1K, 2K)            4205 |@@@@@                                               |
[2K, 4K)            2347 |@@@                                                 |
[4K, 8K)             288 |                                                    |
[8K, 16K)             44 |                                                    |
[16K, 32K)            51 |                                                    |
[32K, 64K)            17 |                                                    |
[64K, 128K)            0 |                                                    |
[128K, 256K)           1 |                                                    |

@ctx_switches: 217430
@runq_delay_us: 
[1]                 1928 |@@                                                  |
[2, 4)             29670 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@              |
[4, 8)             40319 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)            20134 |@@@@@@@@@@@@@@@@@@@@@@@@@                           |
[16, 32)            7031 |@@@@@@@@@                                           |
[32, 64)            2240 |@@                                                  |
[64, 128)           1529 |@                                                   |
[128, 256)          1683 |@@                                                  |
[256, 512)          1526 |@                                                   |
[512, 1K)           5497 |@@@@@@@                                             |
[1K, 2K)            4367 |@@@@@                                               |
[2K, 4K)            2437 |@@@                                                 |
[4K, 8K)             300 |                                                    |
[8K, 16K)             44 |                                                    |
[16K, 32K)            51 |                                                    |
[32K, 64K)            17 |                                                    |
[64K, 128K)            0 |                                                    |
[128K, 256K)           1 |                                                    |

@ctx_switches: 226614
@runq_delay_us: 
[1]                 2004 |@@                                                  |
[2, 4)             31452 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@             |
[4, 8)             40996 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)            20413 |@@@@@@@@@@@@@@@@@@@@@@@@@                           |
[16, 32)            7220 |@@@@@@@@@                                           |
[32, 64)            2288 |@@                                                  |
[64, 128)           1568 |@                                                   |
[128, 256)          1723 |@@                                                  |
[256, 512)          1581 |@@                                                  |
[512, 1K)           5634 |@@@@@@@                                             |
