@runq_delay_us: 
[1]                   58 |@@@                                                 |
[2, 4)             12223 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[4, 8)              9985 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@          |
[8, 16)             4699 |@@@@@@@@@@@@@@@@@@@                                 |
[16, 32)            2461 |@@@@@@@@@@                                          |
[32, 64)             928 |@@@                                                 |
[64, 128)            606 |@@                                                  |
[128, 256)           663 |@@                                                  |
[256, 512)           623 |@@                                                  |
[512, 1K)           1630 |@@@@@@                                              |
[1K, 2K)            1252 |@@@@@                                               |
[2K, 4K)            1119 |@@@@                                                |
[4K, 8K)             144 |                                                    |
[8K, 16K)             21 |                                                    |
[16K, 32K)            22 |                                                    |
[32K, 64K)            19 |                                                    |

@ctx_switches: 70592
@runq_delay_us: 
[1]                  662 |@@                                                  |
[2, 4)             13324 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[4, 8)             10614 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@           |
[8, 16)             4972 |@@@@@@@@@@@@@@@@@@@                                 |
[16, 32)            2614 |@@@@@@@@@@                                          |
[32, 64)             985 |@@@                                                 |
[64, 128)            640 |@@                                                  |
[128, 256)           706 |@@                                                  |
[256, 512)           673 |@@                                                  |
[512, 1K)           1763 |@@@@@@                                              |
[1K, 2K)            1317 |@@@@@                                               |
[2K, 4K)            1205 |@@@@                                                |
[4K, 8K)             144 |                                                    |
[8K, 16K)             21 |                                                    |
[16K, 32K)            22 |                                                    |
[32K, 64K)            19 |                                                    |

@ctx_switches: 75913
@runq_delay_us: 
[1]                  733 |@@                                                  |
[2, 4)             14597 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[4, 8)             11442 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@            |
[8, 16)             5283 |@@@@@@@@@@@@@@@@@@                                  |
[16, 32)            2785 |@@@@@@@@@                                           |
[32, 64)            1075 |@@@                                                 |
[64, 128)            714 |@@                                                  |
[128, 256)           773 |@@                                                  |
[256, 512)           715 |@@                                                  |
[512, 1K)           1906 |@@@@@@                                              |
[1K, 2K)            1408 |@@@@@                                               |
[2K, 4K)            1304 |@@@@                                                |
[4K, 8K)             156 |                                                    |
[8K, 16K)             24 |                                                    |
[16K, 32K)            24 |                                                    |
[32K, 64K)            19 |                                                    |

@ctx_switches: 82049
@runq_delay_us: 
[1]                  856 |@@                                                  |
[2, 4)             15497 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[4, 8)             12550 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@          |
[8, 16)             5872 |@@@@@@@@@@@@@@@@@@@                                 |
[16, 32)            2973 |@@@@@@@@@                                           |
[32, 64)            1127 |@@@                                                 |
[64, 128)            748 |@@                                                  |
[128, 256)           812 |@@                                                  |
[256, 512)           748 |@@                                                  |
[512, 1K)           2079 |@@@@@@                                              |
[1K, 2K)            1528 |@@@@@                                               |
[2K, 4K)            1375 |@@@@                                                |
[4K, 8K)             159 |                                                    |
[8K, 16K)             24 |                                                    |
[16K, 32K)            24 |                                                    |
[32K, 64K)            19 |                                                    |

@ctx_switches: 88588
@runq_delay_us: 
[1]                  943 |@@@                                                 |
[2, 4)             15961 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[4, 8)             14421 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@      |
[8, 16)             6915 |@@@@@@@@@@@@@@@@@@@@@@                              |
[16, 32)            3247 |@@@@@@@@@@                                          |
[32, 64)            1181 |@@@                                                 |
[64, 128)            792 |@@                                                  |
[128, 256)           859 |@@                                                  |
[256, 512)           786 |@@                                                  |
[512, 1K)           2346 |@@@@@@@                                             |
[1K, 2K)            1768 |@@@@@                                               |
[2K, 4K)            1433 |@@@@                                                |
[4K, 8K)             174 |                                                    |
[8K, 16K)             24 |                                                    |
[16K, 32K)            24 |                                                    |
[32K, 64K)            19 |                                                    |

@ctx_switches: 96988
@runq_delay_us: 
[1]                 1014 |@@@                                                 |
[2, 4)             16632 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[4, 8)             15047 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@     |
[8, 16)             7173 |@@@@@@@@@@@@@@@@@@@@@@                              |
[16, 32)            3429 |@@@@@@@@@@                                          |
[32, 64)            1250 |@@@                                                 |
[64, 128)            825 |@@                                                  |
[128, 256)           914 |@@                                                  |
[256, 512)           833 |@@                                                  |
[512, 1K)           2535 |@@@@@@@                                             |
[1K, 2K)            1877 |@@@@@                                               |
[2K, 4K)            1510 |@@@@                                                |
[4K, 8K)             186 |                                                    |
[8K, 16K)             24 |                                                    |
[16K, 32K)            24 |                                                    |
[32K, 64K)            19 |                                                    |

@ctx_switches: 101509
@runq_delay_us: 
[1]                 1041 |@@                                                  |
[2, 4)             18240 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[4, 8)             15707 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@        |
[8, 16)             7460 |@@@@@@@@@@@@@@@@@@@@@                               |
[16, 32)            3591 |@@@@@@@@@@                                          |
[32, 64)            1289 |@@@                                                 |
[64, 128)            860 |@@                                                  |
[128, 256)           953 |@@                                                  |
[256, 512)           869 |@@                                                  |
[512, 1K)           2689 |@@@@@@@                                             |
[1K, 2K)            1936 |@@@@@                                               |
[2K, 4K)            1606 |@@@@                                                |
[4K, 8K)             188 |                                                    |
[8K, 16K)             24 |                                                    |
[16K, 32K)            24 |                                                    |
[32K, 64K)            19 |                                                    |

@ctx_switches: 107766
@runq_delay_us: 
[1]                 1076 |@@                                                  |
[2, 4)             19235 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[4, 8)             17960 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@    |
[8, 16)             8633 |@@@@@@@@@@@@@@@@@@@@@@@                             |
[16, 32)            3820 |@@@@@@@@@@                                          |
[32, 64)            1367 |@@@                                                 |
[64, 128)            946 |@@                                                  |
[128, 256)          1011 |@@                                                  |
[256, 512)           937 |@@                                                  |
[512, 1K)           2916 |@@@@@@@                                             |
[1K, 2K)            2194 |@@@@@                                               |
[2K, 4K)            1689 |@@@@                                                |
[4K, 8K)             202 |                                                    |
[8K, 16K)             24 |                                                    |
[16K, 32K)            24 |                                                    |
[32K, 64K)            19 |                                                    |

@ctx_switches: 118243
@runq_delay_us: 
[1]                 1085 |@@                                                  |
[2, 4)             19462 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@      |
[4, 8)             21622 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)            10670 |@@@@@@@@@@@@@@@@@@@@@@@@@                           |
[16, 32)            4130 |@@@@@@@@@                                           |
[32, 64)            1471 |@@@                                                 |
[64, 128)           1059 |@@                                                  |
[128, 256)          1072 |@@                                                  |
[256, 512)          1010 |@@                                                  |
[512, 1K)           3229 |@@@@@@@                                             |
[1K, 2K)            2521 |@@@@@@                                              |
[2K, 4K)            1727 |@@@@                                                |
[4K, 8K)             205 |                                                    |
[8K, 16K)             24 |                                                    |
[16K, 32K)            24 |                                                    |
[32K, 64K)            19 |                                                    |

@ctx_switches: 132072
@runq_delay_us: 
[1]                 1162 |@@                                                  |
[2, 4)             20655 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@        |
[4, 8)             24128 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)            11965 |@@@@@@@@@@@@@@@@@@@@@@@@@                           |
[16, 32)            4276 |@@@@@@@@@                                           |
[32, 64)            1521 |@@@                                                 |
[64, 128)           1126 |@@                                                  |
[128, 256)          1106 |@@                                                  |
[256, 512)          1032 |@@                                                  |
[512, 1K)           3436 |@@@@@@@                                             |
[1K, 2K)            2723 |@@@@@                                               |
[2K, 4K)            1789 |@@@                                                 |
[4K, 8K)             211 |                                                    |
[8K, 16K)             24 |                                                    |
[16K, 32K)            24 |                                                    |
[32K, 64K)            19 |                                                    |

@ctx_switches: 143426
@runq_delay_us: 
[1]                 1192 |@@                                                  |
[2, 4)             22142 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@      |
[4, 8)             24762 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)            12196 |@@@@@@@@@@@@@@@@@@@@@@@@@                           |
[16, 32)            4405 |@@@@@@@@@                                           |
[32, 64)            1567 |@@@                                                 |
[64, 128)           1157 |@@                                                  |
[128, 256)          1137 |@@                                                  |
[256, 512)          1072 |@@                                                  |
[512, 1K)           3594 |@@@@@@@                                             |
[1K, 2K)            2790 |@@@@@                                               |
[2K, 4K)            1887 |@@@                                                 |
[4K, 8K)             214 |                                                    |
[8K, 16K)             25 |                                                    |
[16K, 32K)            24 |                                                    |
[32K, 64K)            19 |                                                    |

@ctx_switches: 149319
@runq_delay_us: 
[1]                 1212 |@@                                                  |
[2, 4)             23660 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@    |
[4, 8)             25308 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)            12377 |@@@@@@@@@@@@@@@@@@@@@@@@@                           |
[16, 32)            4561 |@@@@@@@@@                                           |
[32, 64)            1606 |@@@                                                 |
[64, 128)           1187 |@@                                                  |
[128, 256)          1175 |@@                                                  |
[256, 512)          1118 |@@                                                  |
[512, 1K)           3725 |@@@@@@@                                             |
[1K, 2K)            2850 |@@@@@                                               |
[2K, 4K)            2001 |@@@@                                                |
[4K, 8K)             218 |                                                    |
[8K, 16K)             25 |                                                    |
[16K, 32K)            24 |                                                    |
[32K, 64K)            19 |                                                    |

@ctx_switches: 154972
@runq_delay_us: 
[1]                 1248 |@@                                                  |
[2, 4)             25054 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@  |
[4, 8)             25997 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)            12614 |@@@@@@@@@@@@@@@@@@@@@@@@@                           |
[16, 32)            4721 |@@@@@@@@@                                           |
[32, 64)            1671 |@@@                                                 |
[64, 128)           1239 |@@                                                  |
[128, 256)          1215 |@@                                                  |
[256, 512)          1165 |@@                                                  |
[512, 1K)           3866 |@@@@@@@                                             |
[1K, 2K)            2927 |@@@@@                                               |
[2K, 4K)            2090 |@@@@                                                |
[4K, 8K)             222 |                                                    |
[8K, 16K)             25 |                                                    |
[16K, 32K)            24 |                                                    |
[32K, 64K)            19 |                                                    |

@ctx_switches: 160791
@runq_delay_us: 
[1]                 1378 |@@                                                  |
[2, 4)             25981 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@  |
[4, 8)             26873 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)            13001 |@@@@@@@@@@@@@@@@@@@@@@@@@                           |
[16, 32)            4935 |@@@@@@@@@                                           |
[32, 64)            1709 |@@@                                                 |
[64, 128)           1272 |@@                                                  |
[128, 256)          1248 |@@                                                  |
[256, 512)          1223 |@@                                                  |
[512, 1K)           4015 |@@@@@@@                                             |
[1K, 2K)            3050 |@@@@@                                               |
[2K, 4K)            2183 |@@@@                                                |
[4K, 8K)             246 |                                                    |
[8K, 16K)             30 |                                                    |
[16K, 32K)            24 |                                                    |
[32K, 64K)            19 |                                                    |

@ctx_switches: 166638
@runq_delay_us: 
[1]                 1405 |@@                                                  |
[2, 4)             27179 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@ |
[4, 8)             27460 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)            13201 |@@@@@@@@@@@@@@@@@@@@@@@@                            |
[16, 32)            5078 |@@@@@@@@@                                           |
[32, 64)            1758 |@@@                                                 |
[64, 128)           1300 |@@                                                  |
[128, 256)          1281 |@@                                                  |
[256, 512)          1271 |@@                                                  |
[512, 1K)           4145 |@@@@@@@                                             |
[1K, 2K)            3124 |@@@@@                                               |
[2K, 4K)            2291 |@@@@                                                |
[4K, 8K)             246 |                                                    |
[8K, 16K)             30 |                                                    |
[16K, 32K)            24 |                                                    |
[32K, 64K)            19 |                                                    |

@ctx_switches: 171845
@runq_delay_us: 
[1]                 1464 |@@                                                  |
[2, 4)             28174 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@ |
[4, 8)             28368 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)            13545 |@@@@@@@@@@@@@@@@@@@@@@@@                            |
[16, 32)            5257 |@@@@@@@@@                                           |
[32, 64)            1815 |@@@                                                 |
[64, 128)           1345 |@@                                                  |
[128, 256)          1329 |@@                                                  |
[256, 512)          1313 |@@                                                  |
[512, 1K)           4312 |@@@@@@@                                             |
[1K, 2K)            3240 |@@@@@                                               |
[2K, 4K)            2381 |@@@@                                                |
[4K, 8K)             254 |                                                    |
[8K, 16K)             30 |                                                    |
[16K, 32K)            24 |                                                    |
[32K, 64K)            20 |                                                    |

@ctx_switches: 177737
@runq_delay_us: 
[1]                 1494 |@@                                                  |
[2, 4)             28634 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@       |
[4, 8)             32574 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)            15715 |@@@@@@@@@@@@@@@@@@@@@@@@@                           |
[16, 32)            5457 |@@@@@@@@                                            |
[32, 64)            1867 |@@                                                  |
[64, 128)           1427 |@@                                                  |
[128, 256)          1380 |@@                                                  |
[256, 512)          1351 |@@                                                  |
[512, 1K)           4622 |@@@@@@@                                             |
[1K, 2K)            3494 |@@@@@                                               |
[2K, 4K)            2395 |@@@                                                 |
[4K, 8K)             259 |                                                    |
[8K, 16K)             30 |                                                    |
[16K, 32K)            24 |                                                    |
[32K, 64K)            20 |                                                    |

@ctx_switches: 192990
@runq_delay_us: 
[1]                 1557 |@@                                                  |
[2, 4)             29220 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@         |
[4, 8)             35275 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)            17077 |@@@@@@@@@@@@@@@@@@@@@@@@@                           |
[16, 32)            5729 |@@@@@@@@                                            |
[32, 64)            1934 |@@                                                  |
[64, 128)           1478 |@@                                                  |
[128, 256)          1423 |@@                                                  |
[256, 512)          1406 |@@                                                  |
[512, 1K)           4838 |@@@@@@@                                             |
[1K, 2K)            3684 |@@@@@                                               |
[2K, 4K)            2449 |@@@                                                 |
[4K, 8K)             262 |                                                    |
[8K, 16K)             30 |                                                    |
[16K, 32K)            24 |                                                    |
[32K, 64K)            20 |                                                    |

@ctx_switches: 203879
@runq_delay_us: 
[1]                 1599 |@@                                                  |
[2, 4)             29710 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@            |
[4, 8)             38386 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)            18642 |@@@@@@@@@@@@@@@@@@@@@@@@@                           |
[16, 32)            5950 |@@@@@@@@                                            |
[32, 64)            2020 |@@                                                  |
[64, 128)           1552 |@@                                                  |
[128, 256)          1480 |@@                                                  |
[256, 512)          1469 |@                                                   |
[512, 1K)           5095 |@@@@@@                                              |
[1K, 2K)            3945 |@@@@@                                               |
[2K, 4K)            2502 |@@@                                                 |
[4K, 8K)             278 |                                                    |
[8K, 16K)             33 |                                                    |
[16K, 32K)            24 |                                                    |
[32K, 64K)            20 |                                                    |

@ctx_switches: 215722
@runq_delay_us: 
[1]                 1641 |@                                                   |
[2, 4)             30163 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@                |
[4, 8)             42948 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)            20921 |@@@@@@@@@@@@@@@@@@@@@@@@@                           |
[16, 32)            6289 |@@@@@@@                                             |
[32, 64)            2116 |@@                                                  |
[64, 128)           1634 |@                                                   |
[128, 256)          1539 |@                                                   |
[256, 512)          1558 |@                                                   |
[512, 1K)           5397 |@@@@@@                                              |
[1K, 2K)            4214 |@@@@@                                               |
[2K, 4K)            2549 |@@@                                                 |
[4K, 8K)             278 |                                                    |
[8K, 16K)             33 |                                                    |
[16K, 32K)            24 |                                                    |
[32K, 64K)            20 |                                                    |

@ctx_switches: 232308
@runq_delay_us: 
[1]                 1698 |@                                                   |
[2, 4)             30574 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@                   |
[4, 8)             47776 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)            23379 |@@@@@@@@@@@@@@@@@@@@@@@@@                           |
[16, 32)            6561 |@@@@@@@                                             |
[32, 64)            2198 |@@                                                  |
[64, 128)           1721 |@                                                   |
[128, 256)          1591 |@                                                   |
[256, 512)          1641 |@                                                   |
[512, 1K)           5704 |@@@@@@                                              |
[1K, 2K)            4500 |@@@@                                                |
[2K, 4K)            2573 |@@                                                  |
[4K, 8K)             281 |                                                    |
[8K, 16K)             33 |                                                    |
[16K, 32K)            25 |                                                    |
[32K, 64K)            20 |                                                    |

@ctx_switches: 249654
@runq_delay_us: 
[1]                 1741 |@                                                   |
[2, 4)             30983 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@                      |
[4, 8)             52447 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)            25760 |@@@@@@@@@@@@@@@@@@@@@@@@@                           |
[16, 32)            6770 |@@@@@@                                              |
[32, 64)            2275 |@@                                                  |
[64, 128)           1786 |@                                                   |
[128, 256)          1647 |@                                                   |
